0.052734,-0.055664,1e-07
0.057129,-0.055664,2
0.055664,-0.062988,3
0.054199,-0.05127,4
0.054199,-0.054199,5
0.052734,-0.04541,6
0.054199,-0.058594,7
0.058594,-0.058594,8
0.04834,-0.05127,9
0.05127,-0.061523,10
0.052734,-0.05127,11
0.052734,-0.055664,12
0.054199,-0.060059,13
0.052734,-0.055664,14
0.057129,-0.057129,15
0.052734,-0.058594,16
0.04834,-0.054199,17
0.049805,-0.060059,18
0.052734,-0.05127,19
0.052734,-0.049805,20
0.055664,-0.054199,21
0.054199,-0.05127,22
0.055664,-0.055664,23
0.055664,-0.043945,24
0.05127,-0.05127,25
0.054199,-0.04834,26
0.054199,-0.04834,27
0.05127,-0.05127,28
0.052734,-0.049805,29
0.055664,-0.060059,30
0.054199,-0.049805,31
0.057129,-0.057129,32
0.046875,-0.055664,33
0.054199,-0.055664,34
0.057129,-0.062988,35
0.057129,-0.055664,36
0.057129,-0.057129,37
0.057129,-0.05127,38
0.049805,-0.058594,39
0.052734,-0.058594,40
0.054199,-0.058594,41
0.054199,-0.052734,42
0.052734,-0.060059,43
0.061523,-0.057129,44
0.05127,-0.054199,45
0.052734,-0.061523,46
0.054199,-0.05127,47
0.055664,-0.057129,48
0.052734,-0.052734,49
0.055664,-0.046875,50
0.055664,-0.052734,51
0.052734,-0.05127,52
0.055664,-0.058594,53
0.049805,-0.055664,54
0.057129,-0.055664,55
0.052734,-0.052734,56
0.055664,-0.054199,57
0.055664,-0.054199,58
0.052734,-0.05127,59
0.058594,-0.054199,60
0.054199,-0.05127,61
0.04834,-0.054199,62
0.055664,-0.055664,63
0.054199,-0.062988,64
0.04834,-0.05127,65
0.060059,-0.04834,66
0.054199,-0.054199,67
0.05127,-0.057129,68
0.04541,-0.04541,69
0.05127,-0.05127,70
0.049805,-0.052734,71
0.054199,-0.055664,72
0.054199,-0.055664,73
0.052734,-0.054199,74
0.052734,-0.052734,75
0.058594,-0.04834,76
0.054199,-0.054199,77
0.057129,-0.052734,78
0.04834,-0.062988,79
0.054199,-0.049805,80
0.052734,-0.05127,81
0.049805,-0.055664,82
0.049805,-0.058594,83
0.057129,-0.054199,84
0.055664,-0.054199,85
0.054199,-0.054199,86
0.052734,-0.058594,87
0.049805,-0.057129,88
0.05127,-0.055664,89
0.05127,-0.054199,90
0.055664,-0.057129,91
0.054199,-0.049805,92
0.058594,-0.061523,93
0.049805,-0.055664,94
0.054199,-0.054199,95
0.05127,-0.052734,96
0.052734,-0.049805,97
0.052734,-0.057129,98
0.04541,-0.05127,99
0.057129,-0.049805,100
0.05127,-0.04834,101
0.05127,-0.049805,102
0.055664,-0.060059,103
0.049805,-0.04541,104
0.057129,-0.054199,105
0.054199,-0.052734,106
0.052734,-0.05127,107
0.055664,-0.054199,108
0.046875,-0.054199,109
0.054199,-0.054199,110
0.049805,-0.05127,111
0.054199,-0.054199,112
0.054199,-0.057129,113
0.057129,-0.052734,114
0.055664,-0.054199,115
0.055664,-0.05127,116
0.052734,-0.052734,117
0.052734,-0.058594,118
0.05127,-0.054199,119
0.05127,-0.058594,120
0.054199,-0.061523,121
0.05127,-0.05127,122
0.049805,-0.057129,123
0.054199,-0.054199,124
0.054199,-0.055664,125
0.052734,-0.057129,126
0.049805,-0.052734,127
0.05127,-0.061523,128
0.046875,-0.04541,129
0.052734,-0.057129,130
0.04834,-0.054199,131
0.05127,-0.05127,132
0.05127,-0.057129,133
0.04834,-0.054199,134
0.054199,-0.052734,135
0.055664,-0.057129,136
0.058594,-0.046875,137
0.052734,-0.05127,138
0.057129,-0.04834,139
0.054199,-0.046875,140
0.052734,-0.049805,141
0.04834,-0.052734,142
0.055664,-0.060059,143
0.058594,-0.060059,144
0.052734,-0.054199,145
0.052734,-0.046875,146
0.049805,-0.049805,147
0.058594,-0.060059,148
0.046875,-0.049805,149
0.052734,-0.054199,150
0.055664,-0.05127,151
0.052734,-0.052734,152
0.058594,-0.054199,153
0.05127,-0.049805,154
0.060059,-0.049805,155
0.05127,-0.057129,156
0.060059,-0.05127,157
0.052734,-0.057129,158
0.054199,-0.060059,159
0.049805,-0.05127,160
0.052734,-0.058594,161
0.061523,-0.052734,162
0.055664,-0.061523,163
0.054199,-0.057129,164
0.055664,-0.061523,165
0.055664,-0.060059,166
0.052734,-0.062988,167
0.057129,-0.05127,168
0.04541,-0.062988,169
0.057129,-0.055664,170
0.05127,-0.052734,171
0.052734,-0.052734,172
0.054199,-0.064453,173
0.049805,-0.054199,174
0.058594,-0.052734,175
0.055664,-0.04834,176
0.055664,-0.052734,177
0.05127,-0.058594,178
0.052734,-0.052734,179
0.060059,-0.054199,180
0.05127,-0.052734,181
0.054199,-0.060059,182
0.057129,-0.05127,183
0.05127,-0.043945,184
0.061523,-0.052734,185
0.04834,-0.049805,186
0.054199,-0.049805,187
0.05127,-0.052734,188
0.057129,-0.049805,189
0.061523,-0.052734,190
0.05127,-0.054199,191
0.060059,-0.049805,192
0.05127,-0.058594,193
0.060059,-0.058594,194
0.054199,-0.049805,195
0.060059,-0.049805,196
0.062988,-0.055664,197
0.05127,-0.054199,198
0.055664,-0.055664,199
0.054199,-0.058594,200
0.049805,-0.046875,201
0.058594,-0.05127,202
0.049805,-0.054199,203
0.057129,-0.055664,204
0.054199,-0.04834,205
0.054199,-0.052734,206
0.055664,-0.054199,207
0.055664,-0.058594,208
0.049805,-0.052734,209
0.052734,-0.052734,210
0.052734,-0.052734,211
0.058594,-0.054199,212
0.058594,-0.054199,213
0.057129,-0.055664,214
0.054199,-0.05127,215
0.060059,-0.054199,216
0.058594,-0.04834,217
0.054199,-0.054199,218
0.054199,-0.046875,219
0.057129,-0.052734,220
0.052734,-0.04834,221
0.054199,-0.05127,222
0.05127,-0.054199,223
0.055664,-0.058594,224
0.055664,-0.049805,225
0.046875,-0.052734,226
0.057129,-0.052734,227
0.049805,-0.060059,228
0.054199,-0.049805,229
0.054199,-0.05127,230
0.054199,-0.04541,231
0.054199,-0.054199,232
0.052734,-0.049805,233
0.055664,-0.052734,234
0.057129,-0.046875,235
0.052734,-0.049805,236
0.054199,-0.05127,237
0.049805,-0.054199,238
0.052734,-0.054199,239
0.057129,-0.054199,240
0.052734,-0.05127,241
0.057129,-0.05127,242
0.055664,-0.052734,243
0.060059,-0.052734,244
0.052734,-0.05127,245
0.055664,-0.05127,246
0.052734,-0.061523,247
0.058594,-0.055664,248
0.055664,-0.054199,249
0.052734,-0.055664,250
